run_id,question_run_id,response_id,question_id,country,timestamp,framework,category_id,question_version,prompt_version,backend,status,number_of_evidences
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q01,RESP_REINO_UNIDO_Q01_20260912T144124Z,Q01,reino-unido,2026-09-12T14:41:34.008337+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C01,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q02,RESP_REINO_UNIDO_Q02_20260912T144124Z,Q02,reino-unido,2026-09-12T14:41:41.824446+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C02,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q03,RESP_REINO_UNIDO_Q03_20260912T144124Z,Q03,reino-unido,2026-09-12T14:41:47.870065+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C03,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q04,RESP_REINO_UNIDO_Q04_20260912T144124Z,Q04,reino-unido,2026-09-12T14:41:54.273925+00:00,OECD_PISA,C04,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q05,RESP_REINO_UNIDO_Q05_20260912T144124Z,Q05,reino-unido,2026-09-12T14:41:59.611352+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C05,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q06,RESP_REINO_UNIDO_Q06_20260912T144124Z,Q06,reino-unido,2026-09-12T14:42:05.472748+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C06,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q07,RESP_REINO_UNIDO_Q07_20260912T144124Z,Q07,reino-unido,2026-09-12T14:42:11.701982+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C07,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q08,RESP_REINO_UNIDO_Q08_20260912T144124Z,Q08,reino-unido,2026-09-12T14:42:18.489512+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C08,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q09,RESP_REINO_UNIDO_Q09_20260912T144124Z,Q09,reino-unido,2026-09-12T14:42:28.761420+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C09,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q10,RESP_REINO_UNIDO_Q10_20260912T144124Z,Q10,reino-unido,2026-09-12T14:42:36.617427+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C10,3.0,rag-country-v3.2,openai,executed,3
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q11,RESP_REINO_UNIDO_Q11_20260912T144124Z,Q11,reino-unido,2026-09-12T14:42:44.857621+00:00,UNESCO_GCED_2015,C11,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q12,RESP_REINO_UNIDO_Q12_20260912T144124Z,Q12,reino-unido,2026-09-12T14:42:50.547227+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C12,3.0,rag-country-v3.2,openai,executed,2
RUN_REINO_UNIDO_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z_Q13,RESP_REINO_UNIDO_Q13_20260912T144124Z,Q13,reino-unido,2026-09-12T14:42:56.479884+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C13,3.0,rag-country-v3.2,openai,executed,2
