run_id,question_run_id,response_id,question_id,country,timestamp,framework,category_id,question_version,prompt_version,backend,status,number_of_evidences
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q01,RESP_URUGUAI_Q01_20260912T145323Z,Q01,uruguai,2026-09-12T14:53:34.364517+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C01,3.0,rag-country-v3.2,openai,executed,3
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q02,RESP_URUGUAI_Q02_20260912T145323Z,Q02,uruguai,2026-09-12T14:53:41.135601+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C02,3.0,rag-country-v3.2,openai,executed,2
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q03,RESP_URUGUAI_Q03_20260912T145323Z,Q03,uruguai,2026-09-12T14:53:46.935607+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C03,3.0,rag-country-v3.2,openai,executed,1
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q04,RESP_URUGUAI_Q04_20260912T145323Z,Q04,uruguai,2026-09-12T14:53:54.243713+00:00,OECD_PISA,C04,3.0,rag-country-v3.2,openai,executed,3
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q05,RESP_URUGUAI_Q05_20260912T145323Z,Q05,uruguai,2026-09-12T14:53:59.656257+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C05,3.0,rag-country-v3.2,openai,executed,2
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q06,RESP_URUGUAI_Q06_20260912T145323Z,Q06,uruguai,2026-09-12T14:54:06.840472+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C06,3.0,rag-country-v3.2,openai,executed,2
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q07,RESP_URUGUAI_Q07_20260912T145323Z,Q07,uruguai,2026-09-12T14:54:12.874370+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C07,3.0,rag-country-v3.2,openai,executed,2
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q08,RESP_URUGUAI_Q08_20260912T145323Z,Q08,uruguai,2026-09-12T14:54:19.288448+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C08,3.0,rag-country-v3.2,openai,executed,2
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q09,RESP_URUGUAI_Q09_20260912T145323Z,Q09,uruguai,2026-09-12T14:54:26.558740+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C09,3.0,rag-country-v3.2,openai,executed,3
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q10,RESP_URUGUAI_Q10_20260912T145323Z,Q10,uruguai,2026-09-12T14:54:32.547959+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C10,3.0,rag-country-v3.2,openai,executed,2
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q11,RESP_URUGUAI_Q11_20260912T145323Z,Q11,uruguai,2026-09-12T14:54:40.018485+00:00,UNESCO_GCED_2015,C11,3.0,rag-country-v3.2,openai,executed,2
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q12,RESP_URUGUAI_Q12_20260912T145323Z,Q12,uruguai,2026-09-12T14:54:45.973382+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C12,3.0,rag-country-v3.2,openai,executed,1
RUN_URUGUAI_20260912T145323Z,RUN_URUGUAI_20260912T145323Z_Q13,RESP_URUGUAI_Q13_20260912T145323Z,Q13,uruguai,2026-09-12T14:54:52.528128+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C13,3.0,rag-country-v3.2,openai,executed,2
