run_id,question_run_id,response_id,question_id,country,timestamp,framework,category_id,question_version,prompt_version,backend,status,number_of_evidences
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q01,RESP_COREIA_DO_SUL_Q01_20260912T141943Z,Q01,coreia-do-sul,2026-09-12T14:19:56.928751+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C01,3.0,rag-country-v3.2,openai,executed,3
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q02,RESP_COREIA_DO_SUL_Q02_20260912T141943Z,Q02,coreia-do-sul,2026-09-12T14:20:04.343876+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C02,3.0,rag-country-v3.2,openai,executed,2
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q03,RESP_COREIA_DO_SUL_Q03_20260912T141943Z,Q03,coreia-do-sul,2026-09-12T14:20:14.744200+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C03,3.0,rag-country-v3.2,openai,executed,2
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q04,RESP_COREIA_DO_SUL_Q04_20260912T141943Z,Q04,coreia-do-sul,2026-09-12T14:20:22.306446+00:00,OECD_PISA,C04,3.0,rag-country-v3.2,openai,executed,2
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q05,RESP_COREIA_DO_SUL_Q05_20260912T141943Z,Q05,coreia-do-sul,2026-09-12T14:20:28.116091+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C05,3.0,rag-country-v3.2,openai,executed,1
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q06,RESP_COREIA_DO_SUL_Q06_20260912T141943Z,Q06,coreia-do-sul,2026-09-12T14:20:35.766911+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C06,3.0,rag-country-v3.2,openai,executed,2
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q07,RESP_COREIA_DO_SUL_Q07_20260912T141943Z,Q07,coreia-do-sul,2026-09-12T14:20:44.390320+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C07,3.0,rag-country-v3.2,openai,executed,3
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q08,RESP_COREIA_DO_SUL_Q08_20260912T141943Z,Q08,coreia-do-sul,2026-09-12T14:20:50.535417+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C08,3.0,rag-country-v3.2,openai,executed,2
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q09,RESP_COREIA_DO_SUL_Q09_20260912T141943Z,Q09,coreia-do-sul,2026-09-12T14:21:00.653763+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C09,3.0,rag-country-v3.2,openai,executed,3
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q10,RESP_COREIA_DO_SUL_Q10_20260912T141943Z,Q10,coreia-do-sul,2026-09-12T14:21:07.339849+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C10,3.0,rag-country-v3.2,openai,executed,2
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q11,RESP_COREIA_DO_SUL_Q11_20260912T141943Z,Q11,coreia-do-sul,2026-09-12T14:21:14.888055+00:00,UNESCO_GCED_2015,C11,3.0,rag-country-v3.2,openai,executed,1
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q12,RESP_COREIA_DO_SUL_Q12_20260912T141943Z,Q12,coreia-do-sul,2026-09-12T14:21:22.573243+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C12,3.0,rag-country-v3.2,openai,executed,2
RUN_COREIA_DO_SUL_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z_Q13,RESP_COREIA_DO_SUL_Q13_20260912T141943Z,Q13,coreia-do-sul,2026-09-12T14:21:30.211618+00:00,COMPUTING_AND_DIGITAL_EDUCATION,C13,3.0,rag-country-v3.2,openai,executed,3
